,sentences1,sentences2,is_similar
362,a nice tall hedge tunnel leads from back yard to garden ,also a large hallway on one side of house ,1
363,a nice tall hedge tunnel leads from back yard to garden ,they finished their performance for the crowd ,0
364,also a large hallway on one side of house ,an awesome looking view from this window ,1
365,also a large hallway on one side of house , female  decided to go out to buy a new turtle for a friend ,0
366,an awesome looking view from this window ,yet more hallways to venture down and explore ,1
367,an awesome looking view from this window ,today we taught a classroom of kids they came to learn about science and insects as we taught they were listening intently i thought they would never stop asking questions little  male  just sat there and took it all in ,0
368,what a blessed event our marriage was  with our parents by our side ,we all danced at the reception  though some of the kids were shy to dance ,1
369,what a blessed event our marriage was  with our parents by our side ,everyone was very excited at the graduation ceremony ,0
370,we all danced at the reception  though some of the kids were shy to dance ,that s the family portrait ,1
371,we all danced at the reception  though some of the kids were shy to dance ,we went to a airplane museum ,0
372,that s the family portrait ,three generations  we are blessed ,1
373,that s the family portrait ,we were first transported to organization organization in a windowless van ,0
374,three generations  we are blessed ,that s me ,1
375,three generations  we are blessed ,this odd shaped restaurant is actually modern looking to me and this is where we are going to have a great meal ,0
376,that s me ,i have great reason to smile ,1
377,that s me ,there were lots of neat things to take pictures of on our trip to the country ,0
378,i have great reason to smile ,champagne  a limo ,1
379,i have great reason to smile , male  likes to sometimes walk around town  both for exercise and to view interesting sights ,0
380,champagne  a limo ,next stop  honeymoon ,1
381,champagne  a limo ,at the family reunion  members began to arrive eager to see one another ,0
382,we went to the big city in the winter and saw a gorgeous snow city ,we made tracks in the snow on a romantic walk ,1
383,we went to the big city in the winter and saw a gorgeous snow city ,one day   female  decided that she was craving some food from  male  s organization organization organization ,0
384,we made tracks in the snow on a romantic walk ,we found a breathtaking bridge with snow covered on it ,1
385,we made tracks in the snow on a romantic walk ,this area is full of beautiful architecture ,0
386,we found a breathtaking bridge with snow covered on it ,the snow on the trees was awesome to see in the park ,1
387,we found a breathtaking bridge with snow covered on it ,the halloween party had finally started with people dressed as witches and  male  ,0
388,the snow on the trees was awesome to see in the park ,we spent a few hours building a snowman and putting a hat on him ,1
