,sentences1,sentences2,is_similar
591,we decided to them build bird houses,the process was made simple,1
592,we decided to them build bird houses,we travel to the wild once we,0
593,the process was made simple,the day turned out to be a great success,1
594,the process was made simple,my mom can be annoying,0
595,male  is going to be leaving the state,was surprised,1
596,male  is going to be leaving the state,the oldest son got socks,0
597,was surprised,his friends even made him a special cake for the occasion,1
598,was surprised,we were transported to organization in a windowless van,0
599,his friends even made him a special cake for the occasion,after eating some cake,1
600,his friends even made him a special cake for the occasion,today is the big game,0
601,after eating some cake,the away party was a success,1
602,after eating some cake,the fair was we decided to go,0
603,the away party was a success,everybody had a wonderful time,1
604,the away party was a success,we  i looked i started,0
605,easy making sure nothing goes wrong,the service men are ready to march,1
606,easy making sure nothing goes wrong,going to the magic,0
607,is the drummers playing a song,it is dedication time and thank the men their,1
608,is the drummers playing a song,every forth our motorcycle club gets together to celebrate,0
609,the family gathered around the grill to celebrate,we had some shrimp skewers to on the barbie,1
610,the family gathered around the grill to celebrate,a room the has one could think of,0
611,we had some shrimp skewers to on the barbie,was having,1
612,we had some shrimp skewers to on the barbie,grew up,0
613,was having,kept trying,1
614,was having,the tv truck pull up outside of work,0
615,kept trying,male stole the and took some pictures of himself,1
616,kept trying,we covered the and put it the oven,0
617,a forum of white men decided to get in business suits and,they allowed a few counterparts to stand at in front of flags  and talk and talk,1
618,a forum of white men decided to get in business suits and,it was customary to give brass tour,0
619,they allowed a few counterparts to stand at in front of flags  and talk and talk,they would stare  remembering their humanity,1
620,they allowed a few counterparts to stand at in front of flags  and talk and talk,i went down to the beach,0
621,they would stare  remembering their humanity,the commentator would come back and introduce the white guy,1
622,they would stare  remembering their humanity,my ship visited  and i was able to go ashore,0
623,the commentator would come back and introduce the white guy,he talked about his cool flags,1
624,the commentator would come back and introduce the white guy,my friends participated in a dance,0
625,he talked about his cool flags,the white man decided to chat  and the forum of white guys was dismissed,1
626,he talked about his cool flags,the it was very emotional,0
627,this is a fast strong fighter jet plane,one should use this plane the,1
628,this is a fast strong fighter jet plane,our son was graduating,0
629,one should use this plane the,the propeller produces high mile,1
630,one should use this plane the,the family took a trip to the countryside,0
631,the propeller produces high mile,the propellers look small,1
632,the propeller produces high mile,the wedding was very beautiful,0
633,the propellers look small,this is a test pilot  let s fly,1
634,the propellers look small,mom decided to take her daughter,0
635,he was,people showed to set up an informative booths,1
636,he was,we went s track meet,0
637,people showed to set up an informative booths,you got to listen to guest lecturers,1
638,people showed to set up an informative booths,the groom s party at the wedding,0
639,you got to listen to guest lecturers,the day was very informative and i managed,1
640,you got to listen to guest lecturers,i took my cat down to my boat,0
641,the day was very informative and i managed,i think i have finally found career i want to be in,1
642,the day was very informative and i managed,nice decorations outside the for the office christmas party,0
643,the church was ready and waiting,the groom yelled out the window his great love for his soon,1
644,the church was ready and waiting,the mermaid commands his minions from his throne,0
645,the groom yelled out the window his great love for his soon,the wedding guests enjoyed a savory luncheon,1
646,the groom yelled out the window his great love for his soon,a traveler visited location and took in the classic sights of the city,0
647,the wedding guests enjoyed a savory luncheon,the bride were thrilled to be married,1
648,the wedding guests enjoyed a savory luncheon,the turkey was served,0
649,the bride were thrilled to be married,the bride threw her bouquet,1
650,the bride were thrilled to be married,are the went into making the,0
651,the bride threw her bouquet,the couple got into the royals  to off on their honeymoon,1
